Chr	Start	End	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr7	11144115	11144832	30752	151428	129267	130591	15004	6071	16739
chr7	11334495	11335072	221132	38026	319647	20344	20344	10523	0
chr7	11415687	11416023	302324	39999	400839	60123	43223	1643	3990
chr7	11977399	11978171	864036	106061	105654	129002	105315	16581	33491
chr7	12444954	12445539	1331591	573616	1332	1630	1590	1195	31937
chr7	12686493	12686998	1573130	815155	8404	7779	7771	6613	5659
chr7	13420237	13422073	2306874	1548899	322737	516258	99130	23611	0
chr7	13790393	13790906	2677030	1919055	239047	468719	33745	3766	0
chr7	13911731	13912384	2798368	2040393	117569	347241	21707	8623	5294
chr7	14171179	14172135	3057816	2299841	140280	87490	140035	213	5971
chr7	15078080	15078919	2272675	1572291	67396	818307	57757	5990	0
chr7	15761504	15762617	1588977	888593	697795	897059	34713	714	7943
chr7	15953200	15954965	1396629	696245	505447	704711	155931	10488	0
chr7	15974988	15975551	1376043	675659	484861	684125	135345	1727	0
chr7	16061345	16062085	1289509	589125	398327	597591	48811	811	38053
chr7	16108470	16109282	1242312	541928	351130	550394	1614	1641	40907
chr7	16950514	16950976	400618	68972	156729	97820	17900	1381	9374
chr7	17770910	17771806	116347	355035	205688	13490	13610	4158	12
chr7	18459684	18462200	120675	120223	72829	98014	0	1100	8903
chr7	18491347	18492294	90581	151886	42735	67920	6245	229	0
chr7	19525757	19527745	210366	285111	219542	189011	78533	165	32446
chr7	19847701	19848362	109425	34651	98947	53277	33115	4100	22227
chr7	20394669	20405724	163360	130238	22456	24265	23265	0	19411
chr7	20550771	20551829	319462	14650	178558	29927	27071	2774	56501
chr7	21382425	21383498	111811	409105	82770	1526	1658	5762	6923
chr7	21648072	21649002	97150	143601	64916	15053	3825	7204	47396
chr7	22544638	22546341	208526	68964	56339	4694	4694	3246	10339
chr7	22740347	22740969	110770	70963	24225	2209	2203	11049	3880
chr7	22939992	22940686	36567	270608	14271	14248	14168	1127	52531
chr7	24142095	24143260	396956	75004	27384	123936	27472	1656	35189
chr7	24960677	24964812	28545	341965	2965	9653	7764	804	0
chr7	25246319	25246998	83865	59779	25796	9478	9478	668	26769
chr7	25816880	25817574	400535	34302	74412	79082	43342	3051	15046
chr7	26103067	26104368	113741	53155	36242	14288	10	1478	0
chr7	26136264	26137587	80522	86352	3023	17460	0	360	11886
chr7	26224320	26224723	3647	174408	10109	15173	12473	3552	3872
chr7	26504304	26505161	97507	34327	65391	65480	3231	7198	17536
chr7	28057819	28060623	232348	22186	158461	16353	0	0	50725
chr7	28756501	28757166	931030	31336	97827	11277	11277	2988	5522
chr7	29044130	29044691	913527	64852	77372	48485	45706	731	22911
chr7	30380450	30381491	82344	195975	6441	6185	5885	6500	0
chr7	30404328	30405003	58832	219853	15979	16504	15	4069	0
chr7	30460789	30461375	2460	248949	56059	12781	7825	1241	471
chr7	30908861	30910728	233251	22128	96796	67728	37748	14939	0
chr7	31147411	31148991	471801	5803	335346	13293	13285	10271	1997
chr7	31501597	31503329	825987	103227	689532	18321	15147	0	6518
chr7	31786062	31786916	774424	6259	742005	9802	1978	328	0
chr7	31839503	31840334	721006	59700	688587	63243	4802	13508	0
chr7	31877800	31882395	678945	77056	646526	41103	24956	639	0
chr7	32157243	32157906	403434	58980	371015	79719	22408	355	0
chr7	32281027	32282480	278860	56976	246441	17196	17176	529	21663
chr7	32339244	32340098	221242	0	188823	39160	23809	5529	0
chr7	32699357	32700885	73072	298043	66213	20673	20673	2851	15970
chr7	33143164	33143629	2729	741850	3389	5467	3772	3360	11383
chr7	33456092	33456598	315657	487555	285808	6758	6758	4388	287
chr7	33457604	33459152	317169	485001	287320	4204	4204	1834	0
chr7	33591690	33592536	451255	351617	351477	122018	63726	6421	44579
chr7	33875818	33876733	735383	67420	67280	28171	16036	0	2738
chr7	33936482	33939832	796047	4321	4181	1278	1298	528	8192
chr7	34498383	34500315	1174920	554109	553515	531521	62099	9623	7089
chr7	34624883	34626143	1049092	672565	437091	405693	32319	4446	0
chr7	34741579	34741945	933290	556763	321289	289891	26343	1876	11790
chr7	34761898	34764313	910922	534395	298921	267523	8083	6343	0
chr7	35224738	35225567	449668	73141	146746	147054	116	56223	32758
chr7	35536443	35537161	138074	5233	192468	39975	20917	0	0
chr7	35798572	35798967	44915	156084	28507	28288	9163	92	7165
chr7	35923450	35923871	13001	148084	80196	22285	14421	3092	16925
chr7	36841753	36843032	50149	54678	147289	65229	13867	5521	0
chr7	37354291	37355678	0	137992	20381	20218	3087	592	0
chr7	37475242	37475855	103823	17815	11114	12621	11461	0	213
chr7	37503578	37504624	132159	9708	14235	14954	14954	6644	28549
chr7	37919590	37920363	329766	179403	35571	92706	20633	3968	3921
chr7	37995634	37996856	253273	102910	33830	168750	11590	11531	40853
chr7	38039904	38040472	209657	59294	78100	141904	7140	11187	69475
chr7	38501851	38503734	232463	217925	0	0	0	8809	52452
chr7	38906156	38906881	859	184067	40854	38235	38235	506	6781
chr7	38960141	38962281	22224	238052	11277	11277	10015	5513	9559
chr7	39593671	39594562	19902	64836	10537	11294	11294	11157	7635
chr7	39693810	39697351	27649	164975	28858	28585	28026	12010	16641
chr7	40501678	40502898	368878	236984	326676	11965	11938	8602	16651
chr7	40582454	40585599	449654	317760	407452	58953	5677	12857	0
chr7	40790018	40790844	657218	525324	615016	32894	32914	642	9828
chr7	41381747	41384226	1248947	605785	360225	131941	26067	1487	27100
chr7	42265808	42266233	688227	1691	1311	42661	1482	921	2645
chr7	43047744	43049616	70626	153564	62010	3680	3680	0	1330
chr7	43892992	43893521	11654	248938	14250	14268	14268	14201	15397
chr7	43916042	43916627	0	225832	6331	6818	0	5984	10156
chr7	44736437	44737362	0	174827	50080	50914	32294	446	4103
chr7	45327966	45329846	179052	9853	29334	28102	28102	8112	4372
chr7	45864813	45865397	98186	39312	55466	56089	56089	28514	1133
chr7	45887807	45888823	121180	15886	73682	68473	68513	5088	8574
chr7	46074609	46075273	307982	113092	111883	22860	22823	5497	1332
chr7	46506963	46509116	740336	545446	544237	233119	0	0	2299
chr7	46767876	46768547	710659	385283	525083	192090	74446	1964	43173
chr7	47124033	47125318	353888	28512	168312	68950	3158	226	0
chr7	47252146	47252682	226524	32895	40948	41274	14597	2695	0
chr7	47454797	47455788	23418	124486	63529	53173	53173	620	207
chr7	47586635	47587320	107308	942	52073	27016	4974	2047	356
chr7	47603080	47606083	123753	4902	68518	8253	8233	6060	15233
chr7	48082425	48083291	64741	157708	6834	7301	6701	7297	0
chr7	48178724	48179899	161040	79354	49058	8240	8220	0	28433
chr7	48317024	48317987	299340	9050	187358	20414	20469	0	41027
chr7	48429520	48430173	411836	102321	299854	90971	36214	2007	4604
chr7	48750501	48751805	732817	316807	620835	78057	78037	0	3118
chr7	48768210	48769007	750526	299605	638544	95766	95746	746	2030
chr7	48983432	48987531	965748	81081	825394	35533	14585	15129	3465
chr7	49228218	49228810	1130449	96734	584115	205006	11066	406	3327
chr7	49251279	49251955	1107304	73589	560970	228067	11255	21312	8876
chr7	50187279	50188187	171072	261426	54323	0	0	609	8574
chr7	50516224	50517073	3015	51075	0	963	0	1205	12586
chr7	50795999	50796452	282790	25534	277235	48758	63475	11790	5008
chr7	50946567	50947035	433358	21494	427803	199326	43432	5351	14626
chr7	51132674	51133926	619465	44602	613910	96590	1578	1558	0
chr7	51772322	51775265	1259113	521639	1253558	541658	193329	3379	0
chr7	51843513	51845306	1330304	592830	1324749	612849	123288	15891	13012
chr7	51847886	51851396	1334677	597203	1329122	617222	117198	9801	6922
chr7	52078505	52081087	1565296	827822	1559741	847841	7426	5127	6521
chr7	53055596	53056899	1759601	1804913	1768305	1770037	13300	15200	1813
chr7	53435211	53436039	1380461	2184528	1389165	1390897	1983	8910	0
chr7	53637884	53638542	1177958	2387201	1186662	1188394	32679	10045	0
chr7	55934772	55935944	85566	4684089	18640	19112	19132	33385	3249
chr7	56029761	56030182	7746	4779078	1460	10117	1994	1524	0
chr7	56476666	56477351	304689	5225983	301897	301855	38385	70241	0
chr7	56771627	56772125	599650	5520944	596858	552281	15929	7409	3770
chr7	56997071	56997905	825094	5746388	822302	326501	46787	217243	22096
chr7	57383436	57384080	1211459	6132753	1208667	45763	6772	6798	0
chr7	57423652	57424550	1251675	6172969	1248883	5293	46988	11937	0
chr7	58871354	58872183	2699377	5476145	2696585	1441363	1126027	869907	840744
chr7	59152705	59153731	2980728	5194597	2977936	1722714	1407378	1151258	1122095
chr7	59245833	59246508	3073856	5101820	3071064	1815842	1500506	1244386	1215223
chr7	59679062	59680211	3507085	4668117	3504293	2249071	1933735	1677615	1380920
chr7	60050905	60052027	3745340	4296301	3334224	2620914	2305578	1706152	1009104
chr7	60866556	60867367	2930000	3480961	2518884	2519329	1608400	890812	193764
chr7	61080035	61080576	2716791	3267752	2305675	2306120	1395191	677603	0
chr7	61230062	61231358	2566009	3116970	2154893	2155338	1244409	526821	58063
chr7	61579095	61579783	2217584	2768545	1806468	1806913	895984	178396	40132
chr7	62133440	62133845	1663522	2214483	1252406	1252851	341922	8485	0
chr7	62475236	62475715	1321652	1872613	910536	910981	52	432	0
chr7	62540895	62541618	1255749	1806710	844633	845078	25951	19536	62431
chr7	62694392	62695093	1102274	1653235	691158	691603	9893	49280	22312
chr7	63163006	63163581	633786	1184747	222670	223115	121750	223064	18878
chr7	63176543	63177215	620152	1171113	209036	209481	135287	209430	5244
chr7	63292122	63292814	504553	1055514	93437	93882	24783	93831	0
chr7	63487348	63489186	308181	859142	99924	76770	8450	14370	20626
chr7	64023083	64024005	13888	324323	0	0	0	44593	14101
chr7	64053864	64055693	44669	292635	29918	23883	23883	23875	0
chr7	64109794	64110273	21080	238055	15713	16063	16103	0	0
chr7	64197295	64198154	36422	150174	56342	56522	36882	22252	34991
chr7	64225344	64226470	39484	121858	28026	28206	8566	4644	63040
chr7	64298143	64299279	25068	49049	42252	43319	38577	10418	48327
chr7	64667315	64667645	186147	318175	32622	66531	22552	9165	120665
chr7	64782081	64782938	70854	432941	46947	20578	9277	2627	68233
chr7	64855929	64856532	1203	506789	15510	17125	165	3917	0
chr7	65234040	65234630	30318	884900	556	1066	1066	745	0
chr7	66639248	66640047	132645	2255625	126384	2602	2602	10115	5746
chr7	66825386	66827241	18239	2068431	56864	57442	2271	5898	0
chr7	67107029	67108675	299882	1786997	338507	339085	16465	5342	2112
chr7	67162406	67163200	355259	1732472	393884	394462	71842	2579	0
chr7	67755883	67756942	948736	1138730	987361	23893	83634	2901	11392
chr7	67762953	67764683	955806	1130989	994431	16152	90704	2029	17619
chr7	68444347	68445875	1637200	449797	584200	0	127356	10194	0
chr7	68573618	68574801	1589421	320871	455274	750	239	0	22888
chr7	68817408	68818460	1345762	77212	211615	18511	12330	5747	0
chr7	68822638	68823228	1340994	72444	206847	23741	7562	979	56
chr7	68865016	68867204	1297018	28468	162871	32212	1080	36	6590
chr7	69392608	69393076	771146	496746	37326	4904	500	3982	13968
chr7	69982248	69984664	179558	309770	75882	76232	25572	50	38530
chr7	70000981	70001722	162500	292712	58824	59174	8514	7938	57263
chr7	70035265	70036849	127373	257585	23697	24047	448	0	29500
chr7	70064025	70066956	97266	227478	1220	2981	2981	1766	0
chr7	70380018	70380954	122019	85374	105625	10774	10794	5029	9111
chr7	70532393	70533423	274394	237749	258000	64144	9403	43988	3019
chr7	70667472	70668264	409473	372828	393079	69607	15472	17850	0
chr7	70881371	70882226	623372	586727	606978	283506	25450	10914	4776
chr7	71547783	71548458	728119	1253139	749433	181897	1519	7119	904
chr7	71938524	71939921	336656	1095873	357970	19375	19315	1498	8246
chr7	71991831	71992231	284346	1043563	305660	19465	19465	21516	33857
chr7	72572943	72573892	144154	461902	96496	75672	75672	145369	0
chr7	72835252	72838425	15220	197369	0	9551	191	4395	5843
chr7	72879408	72880188	101	155606	31308	31284	31284	2248	0
chr7	73294900	73301738	143599	5493	24534	24784	9118	0	0
chr7	73912255	73915462	91827	443020	43167	0	0	21720	43967
chr7	74060151	74062512	18230	590916	1392	9264	1504	2103	64338
chr7	74391993	74393612	87083	922758	84332	84929	84929	44118	178643
chr7	74443015	74444188	36507	973780	44284	45468	45468	42566	229665
chr7	74713833	74715558	230104	736075	223734	204879	152586	224052	165976
chr7	74739081	74739721	255352	711912	248982	230127	128423	249300	141813
chr7	75137175	75137633	30796	314000	17749	19763	18934	20017	8876
chr7	75180490	75181168	6263	270465	22641	15946	15906	2188	8309
chr7	75403023	75405319	105358	46314	33550	34419	714	8258	0
chr7	76940711	76942087	1352	698774	38685	19212	17869	14279	2503
chr7	77399088	77400708	0	240153	25218	17348	8284	10205	4887
chr7	77570569	77571147	85768	69714	77840	34205	3725	277	3410
chr7	78745829	78746951	1261028	1072094	345106	286647	20035	1461	6330
chr7	79104947	79106154	1620146	1431212	658069	645765	23248	4684	233
chr7	79251045	79251731	1766244	1577310	512492	791863	169346	11263	0
chr7	79288515	79288766	1803714	1614780	475457	829333	206816	24376	16927
chr7	79311614	79312254	1826813	1637879	451969	852432	229915	888	12982
chr7	79502585	79503140	2017784	1828850	261083	764576	106034	173	0
chr7	79591551	79593913	2106750	1917816	170310	673803	15261	2710	0
chr7	79656556	79658121	2171755	1982821	106102	609595	20131	0	4104
chr7	79701347	79702170	2216546	2027612	62053	565546	22947	11482	0
chr7	80212941	80214536	2728140	1859330	333574	53180	6612	0	0
chr7	80321827	80325939	2837026	1747927	222171	53963	11041	2249	8326
chr7	80931533	80932451	3446732	1141415	383117	103313	7001	9011	1256
chr7	80988089	80989121	3503288	1084745	330533	46643	63557	5736	25054
chr7	81279688	81280714	3794887	793152	38940	64658	25487	1935	0
chr7	81647350	81649224	4162549	424642	133674	60632	24729	0	35690
chr7	82215866	82216602	4577652	141882	143023	202342	18852	0	28718
chr7	82765983	82766633	4027621	691999	25012	752459	25503	10830	0
chr7	82797647	82798336	3995918	723663	5465	784123	5363	718	2895
chr7	82855468	82856192	3938062	781484	63286	841944	63184	1654	16155
chr7	82988588	82989558	3804696	914604	196406	975064	108098	5537	0
chr7	84020027	84020705	2773549	1946043	195445	795395	54089	12576	12789
chr7	84153268	84154252	2640002	2079284	328686	661848	21566	14869	0
chr7	84178598	84179732	2614522	2092073	354016	636368	2632	0	2438
chr7	84531409	84533263	2260991	1738542	121506	282837	21371	6254	103
chr7	85520049	85523334	1270920	748471	703959	336246	140065	162	3007
chr7	85927552	85928940	865314	342865	759091	298797	15870	0	664
chr7	86357412	86358368	435886	85411	329663	19921	19928	6676	23640
chr7	86761062	86762540	31714	307706	18355	11076	1658	785	1911
chr7	86871384	86872408	30141	418028	20778	21360	21400	4947	0
chr7	87533070	87534521	8011	1079714	19867	21495	16583	3638	1796
chr7	87739582	87740623	33497	1286226	37418	3518	211	125	10855
chr7	87891702	87892379	45700	1438346	41183	42178	18818	4633	0
chr7	88455702	88456730	609700	1384952	175496	7836	7866	2515	7972
chr7	89605261	89607481	377761	234201	176313	176155	136250	538	47421
chr7	91557186	91558327	52455	389067	10860	11709	11749	569	12430
chr7	93613380	93613835	13559	119405	2728	19781	3108	460	17877
chr7	94381730	94383252	751492	420891	93174	93846	93846	8227	0
chr7	94514122	94514771	883884	553283	225566	226238	21835	3163	424
chr7	95214730	95215797	548434	187082	150020	73279	22299	1136	10451
chr7	95241839	95242693	521538	160186	158885	77123	3595	763	0
chr7	95359647	95360368	403863	42511	41210	39683	6481	1503	7256
chr7	95376092	95376582	387649	26297	24996	56128	22926	10	23701
chr7	95606332	95607074	157157	203335	97863	109428	59851	5045	14536
chr7	95675081	95677773	86458	272084	27164	178177	27163	5278	14026
chr7	95722565	95723500	40731	319568	16883	225661	16981	3212	7087
chr7	95936236	95937133	38780	533239	12819	12470	12643	1036	12723
chr7	96604338	96605742	268744	21290	29744	102141	29774	18334	18253
chr7	97659735	97664307	61253	289330	57561	8651	0	2472	10511
chr7	97700810	97703942	68352	330405	32174	20086	20086	114	0
chr7	98336561	98338706	142881	8254	65037	54850	3997	321	14379
chr7	98521466	98525510	0	52552	2809	44702	3186	0	918
chr7	98543133	98543514	0	74219	13623	66369	14289	6542	15204
chr7	98937781	98938744	0	76366	12937	14237	9317	1716	0
chr7	98946652	98947780	0	85237	21808	23108	15482	5898	0
chr7	99158574	99161899	0	157266	1045	2210	1299	1187	5117
chr7	99549796	99552331	36354	12072	31586	32492	22512	2217	0
chr7	100020188	100020837	8048	225410	5153	5019	5039	1025	0
chr7	100168653	100169623	655	76624	514	14253	0	425	0
chr7	100686969	100687620	28195	75828	24640	26045	14216	1490	16126
chr7	101411202	101412764	146358	35789	12798	24298	21338	9566	990
chr7	101629564	101630405	0	180850	836	3889	920	531	25888
chr7	103007748	103008141	2597	78026	17003	19564	17409	2485	79838
chr7	103594416	103595011	170740	36057	35573	205985	34297	3442	28494
chr7	104024010	104024364	180027	54387	53943	175446	54146	1777	16342
chr7	104853026	104855274	8927	364249	53572	1422	1482	1528	7882
chr7	105347543	105348947	139064	27662	14889	29062	15159	0	9584
chr7	105404831	105405556	196352	3234	72177	41620	260	46	30793
chr7	105699254	105700067	29238	11699	11676	70	30	0	11412
chr7	106276739	106281041	227142	321469	16557	19555	4541	2553	5497
chr7	106613522	106616247	86634	10681	68379	57058	57038	2835	11717
chr7	106630417	106632504	103529	27576	52122	52432	52452	3725	444
chr7	106635266	106636019	108378	32425	48607	48917	48937	210	0
chr7	107747928	107748426	168515	105440	214992	27850	11965	1360	0
chr7	108443747	108444549	223436	801259	231202	233543	1747	1732	16070
chr7	108472191	108472964	251880	829703	259646	261987	25747	16	20789
chr7	108607227	108608371	386916	964739	394682	397023	103063	4753	17320
chr7	109565736	109566396	1345425	1923248	1211588	187153	81136	7441	30656
chr7	109654690	109655319	1434379	2012202	1122665	98230	7010	6263	18386
chr7	110004028	110004551	1783717	2150832	773433	250331	36900	13873	804
chr7	110634476	110641482	1312800	1513901	136502	12014	11294	32086	0
chr7	110716934	110717769	1236513	1437614	60215	5847	3107	3589	74583
chr7	111038820	111040390	913892	1114993	161120	46087	8436	12442	0
chr7	111392417	111393104	561178	762279	189499	163873	10186	0	58244
chr7	112037567	112038245	55727	117138	5015	5443	5403	7435	7244
chr7	112389518	112389925	9927	233984	38748	32798	9257	0	3364
chr7	113158540	113159461	581945	431274	399256	96450	30096	5151	57404
chr7	113349172	113349975	772577	621906	338447	481	481	455	0
chr7	113730846	113732358	850621	1003580	3885	4522	2831	4004	2643
chr7	114237312	114238598	344381	1510046	317726	31891	4068	2435	4712
chr7	114506306	114507492	75487	1635900	48832	326	362	405	5609
chr7	114553741	114554397	28582	1588995	1927	16839	2179	1730	32968
chr7	114833505	114834053	177529	1309339	233265	37245	35883	4144	12002
chr7	115188072	115188949	532096	954443	587832	112608	6261	10512	8574
chr7	115261453	115262080	605477	881312	530873	185989	66095	1387	6785
chr7	115434650	115435032	449476	708360	357921	32264	4496	1868	51662
chr7	115451615	115452251	432257	691141	340702	15045	10042	2915	34443
chr7	115591926	115592922	291586	550470	200031	76091	10922	488	0
chr7	115604955	115605659	278849	537733	187294	63354	23951	11251	9665
chr7	115621425	115622338	262170	521054	170615	46675	39138	3623	285
chr7	116228912	116229343	287638	3774	41460	4893	0	0	18486
chr7	116786481	116786915	3284	175965	35752	79423	21457	1943	0
chr7	117356906	117357622	486514	33190	392282	822	6613	706	0
chr7	117515865	117516607	645473	3128	306332	94741	2330	0	11014
chr7	117579799	117580529	709407	67062	242410	140579	8827	4174	5593
chr7	117680411	117681508	810019	167674	141431	39600	0	14810	5107
chr7	118466503	118467021	1596111	953766	611365	349150	10246	8538	17083
chr7	118873112	118873850	1191812	1360375	1017974	56793	4514	6192	0
chr7	119024470	119025277	1040385	1511733	887115	208151	12021	5858	0
chr7	119147359	119148295	917367	1481302	764097	203023	24855	15999	6127
chr7	119467968	119469781	595881	1159816	442611	116502	105855	0	0
chr7	119518131	119518891	546771	1110706	393501	90369	56745	13932	2211
chr7	119650547	119651087	414575	978510	261305	41139	13583	3544	96
chr7	120413169	120414237	23044	215360	63832	54459	12765	11614	3257
chr7	120486491	120487915	1662	141682	7292	7907	7907	289	22811
chr7	121253235	121254000	234662	282799	171662	65451	4111	6495	42174
chr7	121478960	121480214	237496	462036	32913	60895	32862	14129	4274
chr7	121620947	121623454	94256	318796	107186	11222	11182	738	7968
chr7	121922364	121923941	204413	18309	137310	100175	20039	3177	0
chr7	122217284	122218071	499333	262150	307060	51605	32520	1043	13462
chr7	122292565	122293199	574614	337431	231932	22741	20907	4308	0
chr7	122621651	122623274	560059	666517	94413	171122	1284	6600	2669
chr7	122643370	122644229	539104	688236	116132	150167	14298	4083	4981
chr7	122989102	122992238	191095	1033968	180795	15600	15558	649	14495
chr7	123388395	123389100	40413	1012342	0	36	0	124	37987
chr7	123731251	123735893	383269	665549	316298	31627	31607	5396	28300
chr7	123832654	123833032	484672	568410	219159	57863	21354	3040	13402
chr7	124769506	124770562	239788	367825	199047	30702	10014	9390	885
chr7	125245268	125249065	715550	843587	43649	36204	36204	0	9942
chr7	125729644	125730513	1199926	1154367	320668	360023	9700	4377	0
chr7	125811293	125811828	1178924	1073052	239353	278708	39048	22556	58248
chr7	126187305	126187783	802969	697097	100075	96621	9993	1890	19418
chr7	126563760	126564348	426404	320532	222687	183414	34059	15674	12152
chr7	126642544	126643947	346805	240933	247864	103815	21005	1643	33869
chr7	126950929	126951859	38893	12245	35757	36017	35008	1550	5255
chr7	127064243	127065071	36726	99831	30570	31064	6599	3193	1
chr7	127151645	127152323	62365	102896	71706	6621	411	2313	2
chr7	127953295	127954027	492	90036	28678	29829	29789	4774	0
chr7	128020287	128020715	11188	157028	18100	7135	7131	36	0
chr7	128113731	128116884	23243	196645	0	0	0	0	8028
chr7	128501021	128501889	3261	29551	568	907	907	565	5293
chr7	128599790	128600827	0	128320	17529	18986	4486	4248	0
chr7	129143628	129145566	37635	273230	425	1264	724	633	0
chr7	129289190	129290259	6952	128537	33993	37506	12446	4420	757
chr7	130220874	130221507	177899	184110	88515	112609	87790	68216	0
chr7	130260448	130261373	217473	144244	91223	72743	72623	28350	0
chr7	130261065	130262875	218090	142742	89721	71241	71121	26848	0
chr7	131833280	131833837	638010	10097	591242	89093	19234	2817	10515
chr7	131960248	131960821	511026	10434	718210	42835	42835	19222	18669
chr7	132037685	132038516	433331	1169	727076	33881	33881	17994	15417
chr7	133014812	133015599	9534	193714	75866	34603	28947	9839	8509
chr7	133289432	133290035	284154	468334	350486	43581	22248	6888	38258
chr7	133417079	133417955	411801	433931	393861	36074	4548	8883	0
chr7	134225312	134228047	89030	129167	80838	5669	4369	3448	0
chr7	134848060	134848606	0	372930	4482	6910	2076	389	0
chr7	134869846	134871161	0	394716	209	14182	0	407	3546
chr7	134900975	134901549	7286	425845	3923	4511	4511	1450	2509
chr7	136539160	136539992	884353	1021899	871489	447956	13884	8316	18309
chr7	136549649	136550835	894842	1032388	881978	458445	3041	5345	7466
chr7	137591099	137591691	0	804441	9918	2475	2415	589	26217
chr7	137919441	137920170	242175	475962	224007	72877	60066	13008	9684
chr7	138136608	138137642	52679	258490	6535	7094	7134	1966	7940
chr7	138384633	138385306	134354	10826	237550	11617	11632	25766	0
chr7	139123011	139125573	1338	43096	42384	3427	3447	0	0
chr7	139123836	139129178	2163	39491	38779	4252	4272	0	0
chr7	139331416	139333349	829	162557	0	467	0	345	1118
chr7	139517866	139518702	47390	258004	10294	23887	10514	0	5281
chr7	140112530	140118324	37039	94336	8252	14106	8526	10223	0
chr7	140531339	140532211	31056	191339	90160	20175	20175	4636	6223
chr7	141117680	141118351	144112	13347	93352	132745	30002	0	43437
chr7	141146019	141146537	115926	5088	65166	104559	6379	4432	71776
chr7	141641841	141642878	158311	299150	32787	56877	17778	28201	37183
chr7	141676753	141677579	193223	264449	480	91789	709	0	2482
chr7	142083996	142084590	414521	21019	356464	80329	70408	26123	16526
chr7	142617532	142618079	116937	1202	64235	65448	46250	0	36143
chr7	142703049	142703598	202454	63285	2383	1522	1498	357	410
chr7	143660226	143661410	569920	52963	60840	23406	7396	11320	50699
chr7	143682481	143684003	592175	75218	83095	813	813	2073	28106
chr7	144501832	144502236	1411526	365721	29082	16200	7700	8712	12502
chr7	145074954	145075911	1984648	938843	541361	422226	16750	25038	1314
chr7	146435988	146441848	1970479	1593817	1594717	677490	28269	0	480
chr7	146543973	146544709	1867618	1490956	1491856	574629	19074	4371	34597
chr7	147804576	147805020	607307	230645	231545	154922	2490	2395	27712
chr7	147823766	147824628	587699	211037	211937	135314	16108	0	12418
chr7	147919314	147920060	492267	115605	116505	39882	3349	888	15046
chr7	148268894	148270280	142047	4625	69668	64450	2496	2526	0
chr7	148361835	148362981	49346	86808	31758	32495	32515	3767	0
chr7	148837361	148837760	9293	507860	4522	5756	4456	5718	4846
chr7	150042750	150043738	7987	455623	20898	21458	5036	0	5254
chr7	150765204	150765753	0	47356	6775	9920	7254	1605	818
chr7	151906891	151907637	9650	390666	50346	50647	32028	6542	19621
chr7	151926106	151929415	19874	409881	69561	69862	29822	25757	0
chr7	152260352	152261183	84633	744127	10750	11119	10993	28146	4517
chr7	152389750	152390542	22852	873525	13017	13636	13574	12657	131
chr7	152490676	152493429	57023	974451	31657	33792	18140	27039	2922
chr7	152544074	152545228	5224	1027849	85055	87190	24524	11629	0
chr7	153092408	153093090	538847	1528233	633389	134565	106624	13489	2999
chr7	153092911	153094141	539350	1527182	633892	133514	107127	13992	1948
chr7	153990127	153990706	745130	630617	668348	210374	6510	13874	10955
chr7	154381978	154382642	353194	238681	276412	180750	153414	3692	3979
chr7	154676188	154676849	58987	54674	16865	28679	17084	7430	4276
chr7	155429544	155430307	3168	75329	5750	6529	6929	6303	4357
chr7	155871896	155873806	294814	5735	44737	115545	44650	3921	8854
chr7	156572164	156573163	12620	163164	466	373	333	364	5000
chr7	156965659	156970902	0	95870	0	0	0	0	6884
chr7	157554883	157555921	345498	685094	192865	374679	38739	1393	5254
chr7	157771882	157772302	562497	902093	409864	591678	168014	5604	0
chr7	158318267	158319126	103206	1448478	130095	87066	68750	5666	9882
chr7	158408274	158409463	12869	1538485	39758	1934	1890	588	0
chr7	158551899	158552950	0	1682110	53326	54215	11292	803	15158
chr7	158945071	158945820	204247	2075282	175150	50317	78143	9848	188340
chr7	159048957	159050140	308133	2179168	279036	17663	24846	7272	292226
chr7	159106999	159108387	366175	2237210	337078	39048	19749	2166	350268
chr8	1390266	1391289	328180	312200	302824	320027	24906	10840	2078
chr8	2322503	2322852	344712	618473	141772	142144	13919	751	14510
chr8	2428998	2431917	235647	724968	32707	33079	33079	1944	0
chr8	2804860	2805637	99275	1100830	212814	180193	32552	13404	8837
chr8	3540027	3540851	834442	1835997	947981	554049	97263	29920	1565
chr8	3575960	3577189	870375	1871930	983914	589982	133196	7547	0
chr8	4122913	4124931	1417328	2418883	1530867	1136935	29571	7593	1070
chr8	4222675	4223856	1517090	2486724	1630629	1100359	129333	2791	1198
chr8	4468778	4469390	1763193	2241190	1749231	854825	14684	96	1155
chr8	4600072	4601224	1667390	2109356	1617397	722991	55430	16097	0
chr8	5046399	5048997	1219617	1661583	1169624	275218	65532	7889	0
chr8	6241410	6242243	26371	468337	20540	21793	21793	9047	2636
chr8	6320682	6321486	0	389094	33681	56498	1390	24139	1572
chr8	6610171	6610682	0	99898	15138	3847	3827	4926	686
chr8	6636699	6637350	20488	73230	41666	21006	0	0	0
chr8	6920387	6921249	304176	698	221540	28127	26863	0	116714
chr8	7087037	7087748	470826	167348	124759	124948	1293	125016	283364
chr8	7629758	7630341	544726	710069	416890	416914	140755	416700	483270
chr8	7953277	7953842	221225	626930	131025	131600	67153	151573	159769
