Chr	Start	End	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chrX	42490915	42491852	1280804	1223307	537492	16211	82884	0	17690
chrX	43149475	43150119	1246238	668363	363781	240037	54107	2908	198
chrX	43263556	43272622	1123735	545860	241278	117534	4285	5806	0
chrX	44064557	44065625	330732	223098	316025	336551	46891	1166	4219
chrX	44165080	44165989	230368	122734	215661	236187	3473	2335	0
chrX	44468708	44469201	72137	179840	66014	12787	12844	21444	2721
chrX	45307010	45307478	339679	248219	260312	173792	1296	27828	2686
chrX	45580171	45581528	612840	521380	36518	10427	5787	0	24360
chrX	46916866	46917720	83982	1858075	70954	70936	20276	3424	0
chrX	48742301	48742968	16829	1731556	5119	12108	5928	6023	0
chrX	49010362	49012970	21679	1461554	0	0	0	0	0
chrX	49384732	49385772	280877	1088752	256431	5984	6064	5842	31667
chrX	50780807	50782297	858700	306104	703789	105491	13203	8567	0
chrX	50955597	50956447	684550	480894	529639	67661	37082	1615	3443
chrX	51111214	51112033	528964	636511	374053	91798	0	0	2533
chrX	51544280	51546056	94941	1069577	0	158	260	441	7578
chrX	51779242	51781143	137578	1304539	140373	80618	80618	3281	14941
chrX	52549034	52549534	565036	716910	399818	400502	54362	20723	44585
chrX	52693745	52695552	419018	570892	253800	254484	8490	35140	15257
chrX	52708047	52709015	405555	557429	240337	241021	22792	49442	1794
chrX	53970840	53972418	35	669041	96542	16019	4001	13750	1856
chrX	54203353	54204101	2887	901554	2599	4855	4855	5269	1262
chrX	54223418	54224336	22952	921619	13000	13374	13354	11416	6079
chrX	54240560	54241221	40094	938761	30142	30516	30496	1801	0
chrX	54520278	54520962	44939	1218479	1203	35534	1654	1094	229
chrX	56139957	56140763	361094	2838158	117951	134193	0	15078	29081
chrX	57347450	57350242	9271	4045651	33487	87701	34106	5251	12749
chrX	59771106	59772683	2432927	6469307	1833556	1372722	1297642	1209562	1206021
chrX	59839273	59840666	2501094	6537474	1901723	1440889	1365809	1277729	1274188
chrX	60076823	60077512	2738644	6775024	2139273	1678439	1603359	1515279	1511738
chrX	60832490	60834138	2063775	7217252	1735157	1636058	1227729	935513	817014
chrX	60922132	60940406	1957507	7110984	1628889	1529790	1121461	829245	710746
chrX	65280468	65282613	321853	2768777	44014	12260	12283	17741	0
chrX	65404088	65404816	445473	2646574	167634	109067	15580	9288	13710
chrX	67675972	67676641	1696973	374749	41264	42095	22948	5947	0
chrX	68629960	68630438	743176	96682	123986	22351	6340	2710	1034
chrX	71698671	71699033	89656	169478	92711	13423	13403	456	2926
chrX	72307318	72309883	518478	778125	123547	373030	124593	400	0
chrX	72753068	72753680	292177	886279	28419	29336	29376	4035	0
chrX	73123396	73124070	45042	515889	39450	39966	39426	8545	26720
chrX	73362636	73363820	116546	276139	146125	9075	9092	9112	23236
chrX	74938432	74939424	611322	1295312	27120	114515	27412	13530	0
chrX	74961240	74964129	634130	1318120	2415	137323	2707	2663	3691
chrX	75316001	75316705	988891	1672881	49160	76091	49171	6093	37362
chrX	75875923	75877304	888338	2232803	226712	227779	99456	10260	0
chrX	77793312	77794155	418937	4150192	210236	112341	17104	11593	0
chrX	79428378	79428841	530734	5785258	633788	636206	152534	7749	1440
chrX	79483812	79485451	474124	5840692	577178	579596	207968	1233	7378
chrX	79564830	79565566	394009	5921710	497063	499481	175067	1976	9190
chrX	80190813	80199592	231066	6547693	124419	125309	58149	10137	0
chrX	80605369	80606430	57528	6962249	145633	147735	57552	2647	0
chrX	81305197	81305964	757356	7662077	845461	77362	77372	13324	0
chrX	83444610	83446553	2896769	9801490	1114	1153	1186	594	2318
chrX	83699238	83700310	3151397	10056118	56642	56566	42133	1648	12329
chrX	84937740	84938383	4389899	11294620	302794	364073	137845	3715	0
chrX	85171548	85172190	4623707	11528428	128706	130266	1949	2758	7
chrX	85179141	85180731	4631300	11536021	120165	121725	9542	10351	7460
chrX	85382332	85384245	4834491	11739212	18365	18913	19031	4573	6170
chrX	86845491	86846045	6297650	13053437	1441462	1116394	73034	6498	6682
chrX	88892268	88893757	8344427	11005725	3488239	929681	175726	119069	3220
chrX	89164207	89165237	8616366	10734245	3760178	1201620	37258	151087	0
chrX	89222459	89224983	8674618	10674499	3702786	1259872	70913	97422	0
chrX	89527716	89528395	8979875	10371087	3399374	1565129	198588	205017	12177
chrX	90158835	90162428	9610994	9737054	2765341	2196248	175845	140535	0
chrX	91442191	91442681	8645502	8456801	1485088	3479604	12515	13693	8059
chrX	91578643	91579232	8508951	8320250	1348537	3616056	123299	53872	84519
chrX	92390079	92392081	7696102	7507401	535688	3315870	98913	3070	2505
chrX	93984884	93985258	6102925	5914224	1055641	1722693	100618	3089	1419
chrX	95331507	95331837	4756346	4567645	607424	376114	101424	4064	17313
chrX	95824225	95825539	4262644	4073943	113722	114117	113903	1788	0
chrX	98692126	98694001	1394182	1205481	970786	69136	156091	0	1459
chrX	99091802	99092858	995325	806624	571929	426458	369638	8544	0
chrX	99671949	99673208	414975	226274	6809	152485	8843	3385	41924
chrX	99820732	99821829	266354	77653	155592	58856	40047	0	12343
chrX	100529639	100530035	77167	629979	71881	73661	16341	12412	0
chrX	101937250	101940069	144740	166209	21905	22366	22326	2207	1653
chrX	106099620	106101999	229767	73328	52788	15445	4357	2926	0
chrX	110127522	110128043	847600	310950	88060	214053	36824	5122	2965
chrX	110203508	110204637	771006	386936	164046	137459	15864	4723	0
chrX	110576877	110579435	396208	760305	344396	80781	42946	0	16697
chrX	111287838	111289284	312068	725294	362048	221279	348	0	0
chrX	112556882	112557575	1581112	497614	472129	371918	78141	557	0
chrX	113685714	113686371	2709944	1626446	1108758	799753	60614	0	13864
chrX	113688968	113690249	2713198	1629700	1104880	795875	63868	3010	9986
chrX	114324777	114325779	3256718	2265509	469350	160345	20814	31008	1510
chrX	115255620	115255992	2326505	2703850	169505	129036	128216	3112	274
chrX	116102138	116104279	1478218	1855563	1016023	482323	99856	5964	3737
chrX	117187953	117190252	392245	769590	59812	5891	5924	3973	0
chrX	117927219	117928111	158706	31731	65016	29525	13265	2367	9385
chrX	117936906	117938410	168393	21432	74703	19226	2966	1907	0
chrX	117958356	117958789	189843	1053	96153	572	0	6114	0
chrX	118510647	118511983	92212	141398	20776	21233	21233	1538	1801
chrX	119495602	119495985	171227	1126353	51374	52035	3280	1953	0
chrX	122479478	122481137	319407	4110229	160448	61699	10819	3338	938
chrX	122682536	122684658	115886	4313287	180206	139152	40218	5523	0
chrX	123607218	123608058	369850	5178850	482927	14258	2611	11115	2167
chrX	123859450	123859960	622082	4926948	735159	220766	220746	4412	0
chrX	123873752	123874436	636384	4912472	749461	235068	235048	1615	0
chrX	124335022	124335653	1097654	4451255	1210731	121428	2284	1109	2272
chrX	125297287	125297908	2059919	3489000	2172996	378034	41542	2323	5685
chrX	126401484	126403187	2305966	2383721	2253231	201823	135684	21959	15796
chrX	127058616	127059609	1649544	1727299	1596809	453458	96476	0	0
chrX	128136938	128137865	571288	649043	518553	536274	27034	6213	21951
chrX	128980670	128980979	48681	183789	2279	2666	2646	3594	13843
chrX	129102820	129103347	40784	305939	6929	7336	7336	7270	0
chrX	129990101	129990702	177002	131213	45367	604	464	5312	1593
chrX	130632468	130632930	819369	128052	205471	205426	14346	2596	3094
chrX	131962512	131963707	1552175	90528	337896	12449	12488	5275	0
chrX	132533334	132534407	981475	9151	771397	162905	13309	0	1571
chrX	132649751	132650521	865361	125568	655283	46791	14780	0	10095
chrX	135137894	135139402	14169	378727	69109	70210	7854	5120	1499
chrX	137015290	137017617	1055199	902450	505001	494746	192710	6695	0
chrX	137591964	137592315	1631873	1479124	693897	174828	21679	10404	19477
chrX	138122368	138123812	2162277	2009528	162400	248744	17384	7280	0
chrX	138247897	138248712	2287806	2135057	37500	123844	28124	6016	14956
chrX	138272674	138273873	2312583	2159834	12339	98683	2963	5481	0
chrX	140582257	140582833	4622166	4469417	1482177	1442891	310773	26446	0
chrX	142991973	142992479	5569406	4895306	926083	323667	135643	4597	19572
chrX	143283884	143284333	5277552	4603452	1217994	615578	59763	28390	0
chrX	144133694	144134697	4427188	3753088	2067804	1465388	108665	3184	7495
chrX	145255965	145256632	3305253	2631153	1736132	1700844	84195	4100	0
chrX	145711675	145712571	2849314	2175214	1280193	1244905	13579	3756	7211
chrX	147379723	147380825	1181060	506960	81740	160254	11211	2041	9796
chrX	149761198	149762444	110439	121433	17345	24174	17614	3081	5459
chrX	150546380	150547090	549480	394269	17447	18426	17436	3276	0
chrX	152846448	152847130	9252	299342	16184	1346	1366	0	0
chrX	153832723	153834672	50351	673162	55464	57099	57099	3973	2883
chrY	1201954	1204059	-1	-1	19950457	8829397	5823473	12036906	-1
chrY	1274590	1276256	-1	-1	19878260	8757200	5751276	11964709	-1
chrY	1875725	1877354	-1	-1	19277162	8156102	5150178	11363611	-1
chrY	3351028	3359306	-1	-1	17795210	6674150	3668226	9881659	-1
chrY	3643074	3644953	-1	-1	17509563	6388503	3382579	9596012	-1
chrY	3730401	3732951	-1	-1	17421565	6300505	3294581	9508014	-1
chrY	6238532	6241071	-1	-1	14913445	3792385	786461	6999894	-1
chrY	6941467	6941910	-1	-1	14212606	3091546	85622	6299055	-1
chrY	7702263	7713544	-1	-1	13440972	2319912	524793	5527421	-1
chrY	8613855	8616449	-1	-1	12538067	1417007	373571	4624516	-1
chrY	10467766	10473948	-1	-1	10680568	429842	429862	2767017	-1
chrY	12130331	12130957	-1	-1	9023559	2092407	1131959	1110008	-1
chrY	13363416	13365879	-1	-1	7788637	3325492	4869	51061	-1
chrY	13519942	13521489	-1	-1	7633027	3482018	149046	207587	-1
chrY	15002445	15003609	-1	-1	6150907	4964521	391087	1690090	-1
chrY	15458475	15469727	-1	-1	5684789	5420551	63631	2146120	-1
chrY	15774784	15781092	-1	-1	5373424	5373604	379940	2462429	-1
chrY	18123868	18129822	-1	-1	3024694	3024874	587584	3024841	-1
chrY	22659741	22660231	-1	-1	1504634	1504897	1504877	1504784	-1
chrY	23657105	23670364	-1	-1	2501998	2502261	2502241	2502148	-1
chrY	23934331	23936383	-1	-1	2779224	2779487	2779467	2779374	-1
chrY	26253249	26260886	-1	-1	5098142	5098405	5098385	5098292	-1
chrY	27956042	27962871	-1	-1	6800935	6801198	6801178	6801085	-1
chrY	28967188	28968383	-1	-1	7812081	7812344	7812324	7812231	-1
chrY	29896324	29904711	-1	-1	8741217	8741480	8741460	8741367	-1
chrY	32937493	32937931	-1	-1	11782386	11782649	11782629	11782536	-1
chrY	34192346	34200137	-1	-1	13037239	13037502	13037482	13037389	-1
chrY	35028230	35030028	-1	-1	13873123	13873386	13873366	13873273	-1
chrY	36166551	36168775	-1	-1	15011444	15011707	15011687	15011594	-1
chrY	37708752	37714781	-1	-1	16553645	16553908	16553888	16553795	-1
chrY	38674834	38676476	-1	-1	17519727	17519990	17519970	17519877	-1
chrY	38823692	38825975	-1	-1	17668585	17668848	17668828	17668735	-1
chrY	43004784	43009467	-1	-1	21849677	21849940	15992469	21849827	-1
chrY	44869917	44873063	-1	-1	23714810	23715073	14128873	23714960	-1
chrY	47343510	47347828	-1	-1	26188403	26188666	11654108	26188553	-1
chrY	51485064	51491185	-1	-1	30329957	30330220	7510751	30330107	-1
chrY	54514959	54515546	-1	-1	33359852	33360115	4486390	33360002	-1
chrY	55395766	55400693	-1	-1	34240659	34240922	3601243	34240809	-1
chrY	57274576	57295168	-1	-1	36119469	36119732	1706768	36119619	-1
chr1	10000	10753	869781	810804	702507	703303	0	80481	699196
chr1	724131	727105	153429	94452	8616	9507	9487	9443	0
chr1	4159650	4160720	351409	632934	341427	71826	52466	1075	0
chr1	19853590	19854161	43479	113591	40034	41086	21189	7613	0
chr1	21506084	21506891	13070	323816	2097	2520	1780	225	0
chr1	25328198	25329357	39759	51000	19737	19619	254	1504	0
chr1	26814730	26815423	10340	76043	11120	11373	11373	11308	10614
chr1	28118143	28118974	105	779256	16697	17514	17679	3301	0
chr1	30196080	30196824	651529	8614	609463	16014	10996	1637	7177
chr1	30243133	30244876	698582	2307	656516	63067	21320	2786	0
chr1	31589948	31591068	57578	119969	36360	36768	36748	8642	0
chr1	31904598	31905057	63451	17497	7714	8014	8014	2270	9249
chr1	37009493	37010951	81191	9432	78843	8545	8565	662	11795
chr1	45282007	45282763	9205	204188	1902	2383	2113	23	11665
chr1	49635726	49636483	1268904	386481	697233	671573	76636	2603	9892
chr1	53262364	53263500	11540	162785	44376	44876	44856	4256	11234
chr1	56127697	56133583	491458	73729	445505	384233	0	17945	0
chr1	56193870	56194282	557631	139902	405037	333274	62686	11426	2390
chr1	57830523	57831139	1114627	445023	590473	57226	2080	6357	6595
chr1	59194437	59197275	40819	510399	28375	1993	1993	0	9228
chr1	63887567	63888272	15597	102507	53367	54243	18983	3982	5061
chr1	67201638	67202677	203798	13109	15479	86671	2399	308	28578
chr1	71112029	71114397	212591	37816	233136	136045	27159	3266	0
chr1	71267075	71267577	258432	114726	277028	108229	55851	5196	6544
chr1	72393689	72394304	856036	348461	248961	354252	221888	5455	0
chr1	75745495	75746442	452957	132221	93955	58494	13791	1151	32322
chr1	76350605	76352667	87510	242358	93804	21829	21809	12487	15700
chr1	77833090	77834137	192397	37344	45433	91519	2619	1649	0
chr1	77909744	77910629	115905	29445	29497	15027	14731	1464	1550
chr1	80036762	80038424	906149	873976	517718	51398	51438	14505	14620
chr1	81165479	81166323	2034866	1100697	537112	59855	22113	8548	33061
chr1	82464267	82464803	2490777	197129	692217	316577	153858	9	12933
chr1	84357819	84358670	596910	455231	30963	12438	8758	1780	52161
chr1	89370116	89370527	14089	581430	12226	12772	12812	8469	16653
chr1	90800225	90800875	310504	370992	337956	22841	22861	1343	91502
chr1	90843804	90845009	354083	326858	343872	19940	19620	10234	47368
chr1	91544343	91544791	87960	124168	56003	56579	15119	14084	11805
chr1	91634131	91635208	177748	33751	113273	3076	3047	1075	7689
chr1	91742623	91743875	231516	73504	4606	111568	521	513	3479
chr1	91924512	91926454	48937	11748	39448	39902	17882	7636	26421
chr1	96730665	96731633	467325	1577828	455045	455583	16029	25768	4377
chr1	102017379	102019906	150225	1012831	113335	13297	13270	841	0
chr1	102558701	102559699	691547	1012631	654657	525350	96057	8701	46456
chr1	102636207	102637175	769053	935155	732163	602856	173563	2729	25904
chr1	102931554	102932246	1064400	640084	1027510	562214	194865	8948	11304
chr1	103638296	103639083	433301	65786	421211	143688	10072	13768	126804
chr1	103647394	103648887	423497	74884	411407	152786	19170	22866	134816
chr1	105412206	105413358	1317348	1839696	1341765	109302	3458	7819	29623
chr1	106973491	106974177	2264461	708091	585001	64975	63682	2865	10166
chr1	108565520	108566637	672001	22829	57002	6180	6136	24246	18406
chr1	109065493	109066929	171709	165951	34791	27267	9527	3172	1351
chr1	109313727	109315320	884	414185	23290	24403	23563	3239	1429
chr1	112646352	112647900	337235	34418	113192	14602	14376	2422	17625
chr1	113958501	113959366	273088	566163	23566	25457	7189	5473	58727
chr1	114183393	114184097	48357	414398	116049	117659	116553	21869	11648
chr1	118861389	118862247	355596	207014	386891	70321	15909	6364	11734
chr1	121351688	121360457	858262	986829	212919	150944	90184	90092	294151
chr1	142535455	142543013	1470946	2495942	1200252	1200479	60968	0	149414
chr1	142781191	142781659	1232300	2257296	961606	961833	109317	15284	24176
chr1	142783248	142784545	1229414	2254410	958720	958947	106431	12398	26233
chr1	142964498	142965099	1048860	2073856	778166	778393	10858	167261	207483
chr1	142966569	142967768	1046191	2071187	775497	775724	12929	169332	209554
chr1	143482311	143482806	531153	1556149	260459	260686	14644	17231	63080
chr1	143543581	143544299	469660	1494656	198966	199193	75914	43250	1587
chr1	147311121	147311524	184792	30080	89164	50925	1687	1560	0
chr1	148206039	148206666	1079710	344251	29427	29575	29555	34776	8953
chr1	148676350	148677307	1218958	125306	119270	119566	71098	369501	15916
chr1	148791945	148792263	1104002	240901	234865	135893	61833	254545	0
chr1	148802027	148802372	1093893	250983	244947	125784	51724	244436	0
chr1	149022718	149023452	872813	471674	192535	94414	94414	23356	0
chr1	149210040	149210481	685784	658996	5506	5001	4995	5500	0
chr1	150715839	150717316	77	395545	18351	20920	18840	8204	9873
chr1	153229055	153229529	379400	49294	3671	133478	3727	1016	0
chr1	153952050	153952462	3553	212762	976	7099	1806	1765	0
chr1	155779089	155780058	2081	271206	46154	46918	46918	3426	0
chr1	160953922	160954779	12076	275471	28056	28837	5417	571	4372
chr1	161400892	161401334	83816	146579	8100	2855	2868	2490	26494
chr1	162696638	162698010	27286	338909	62509	62202	8526	5329	9329
chr1	163028922	163029671	240907	339141	236177	107091	11965	9334	0
chr1	165498441	165499264	130943	30786	67549	68172	2179	3248	5981
chr1	165551594	165552891	77316	11971	13922	14545	9365	720	12862
chr1	165789292	165790030	44923	249669	6184	6666	6686	1395	8529
chr1	166432535	166433571	376544	74017	24900	25785	25285	495	12853
chr1	168318130	168318901	83643	211224	196	5906	306	4983	33143
chr1	169323774	169324763	20959	731158	11643	12233	5788	5273	15090
chr1	172593400	172594262	13535	132594	14062	13886	2634	1782	5435
chr1	176101434	176102520	13209	329171	71576	9490	9550	603	6696
chr1	177117981	177119044	1002133	15017	21108	31852	20872	2840	29104
chr1	177368152	177368642	1252304	44482	227647	162054	12428	6738	0
chr1	182415761	182416419	58372	131747	53919	19397	212	347	0
chr1	189531019	189532120	2622178	3069313	2291180	552095	21056	5162	0
chr1	189787307	189787735	2878466	2813698	2547468	618124	29803	19435	691
chr1	193130463	193131599	3590	528912	36857	20495	20519	3347	14809
chr1	194272495	194273212	1040274	1670944	151934	13432	13411	3491	19326
chr1	194450103	194451359	1217882	1848552	329542	2739	2739	11190	0
chr1	195801362	195802547	1249385	2074152	1208434	636502	41043	4387	0
chr1	197962153	197963372	218010	70233	63768	7897	7904	3275	77075
chr1	202173609	202174629	46155	10996	43079	30980	11385	372	45520
chr1	206696484	206698169	21608	378679	14703	15620	6690	347	4127
chr1	207386936	207387369	113688	102267	96030	107447	4008	4933	1706
chr1	207688279	207688683	7288	379598	16488	18343	15195	7196	0
chr1	215007239	215007828	167078	228867	229000	167308	68525	10383	35586
chr1	215382492	215383551	410228	127140	356475	207208	126701	1060	6153
chr1	216203313	216204243	409402	684259	190480	138409	23729	3654	11058
chr1	220133426	220134582	11306	31034	27012	27254	13942	20754	18512
chr1	222311334	222312557	398430	76501	265716	41579	27979	3887	4718
chr1	223551735	223552237	352787	15008	14210	13911	13311	5276	36320
chr1	224199417	224204305	115765	29171	18441	6877	6853	0	0
chr1	230410727	230411810	183	17487	56497	62023	4282	4342	8694
chr1	231257544	231258072	102150	13766	40129	89184	29660	2724	0
chr1	233730003	233730723	304377	275061	4624	3978	2713	6875	4608
chr1	234204374	234205132	306284	18361	144577	2546	2530	451	0
chr1	234243651	234244635	266781	19909	105074	41823	5808	134	1642
chr1	235131184	235132131	139379	216515	14636	14300	6656	897	0
chr1	236201804	236202777	2913	101228	24117	38840	18919	13158	0
chr1	237343697	237344211	278360	125290	382942	46712	24763	8054	3207
chr1	238804568	238805660	1739231	1586161	578346	420431	67071	11444	0
chr1	242556508	242558601	513904	127782	59324	62085	74697	1074	0
chr1	243202564	243203248	233524	515197	61156	61720	61688	15192	0
chr1	245824695	245825729	9926	123199	12294	11647	11687	6513	20019
chr1	249239198	249240668	20830	3537702	37603	38434	0	18762	2091899
chr10	2307125	2307992	538256	267230	524993	182961	126664	3061	6040
chr10	2370183	2370841	601314	330288	588051	246019	63815	13976	0
chr10	2396019	2396679	627150	356124	613887	271855	37977	10908	114
chr10	2625448	2626724	488565	302159	482456	207561	116272	7484	0
chr10	4537966	4538589	713656	19159	373967	126894	18072	5360	1460
chr10	6876785	6879840	324445	19137	88341	64565	5617	307	93610
chr10	7686159	7686914	105434	15393	141714	42462	21810	2788	13635
chr10	7779300	7780430	11918	71966	48198	49586	14216	4363	5719
chr10	8310236	8312227	194039	118921	61888	45389	8029	7364	8637
chr10	8404404	8405319	288207	25829	29566	1780	1800	1316	0
chr10	9429761	9430916	1313564	87559	224873	85391	17773	12572	58353
chr10	9696789	9697553	1522244	354587	40787	41185	41165	5777	0
chr10	12735691	12736809	26534	305989	57982	16387	12827	2537	1959
chr10	13156559	13157721	144	113522	12218	14435	13935	8575	3041
chr10	15736104	15736835	83077	21062	163713	49490	4429	4816	12765
chr10	17366383	17367588	87630	37479	92647	7599	7406	95	25627
chr10	17499841	17500372	204433	12261	3043	53104	3197	2277	59802
chr10	17596859	17597634	107171	109279	60800	3814	3822	2623	28569
chr10	18998641	18999102	32530	1107224	47785	50297	214	8541	7206
chr10	19390158	19391296	424047	715030	439302	229328	55931	12732	1661
chr10	19460308	19461362	494197	644964	509452	159262	12933	746	4256
chr10	19526299	19527723	560188	578603	575443	92901	38055	11407	4823
chr10	19594459	19595555	628348	510771	643603	25069	106215	3939	0
chr10	19603738	19605068	637627	501258	652882	15556	115494	3950	1535
chr10	19657843	19658729	691732	447597	706987	37071	119205	7446	779
chr10	20414921	20415785	1417019	308454	1367146	121937	27676	6302	4268
chr10	22588995	22589708	28532	35341	14684	15568	7768	427	5229
chr10	23440874	23443304	31026	39182	3099	3112	3072	3762	3763
chr10	24078736	24079698	594218	95448	347470	47211	47219	0	0
chr10	24099160	24100428	573488	115872	367894	67635	67643	1227	10949
chr10	27731642	27732940	90955	175235	59753	60116	21135	2065	33329
chr10	28473036	28473346	353173	99653	117969	5450	4352	3056	3219
chr10	29623116	29623553	86160	252735	74458	48392	48372	73	18920
chr10	31975948	31976756	160150	42070	19011	19880	19480	5917	4238
chr10	38772428	38780952	368062	2875888	79567	80324	79604	0	88706
chr10	38784469	38792546	380103	2887929	91608	92365	91645	933	100747
chr10	38792933	38811989	388567	2896393	100072	100829	100109	0	109211
chr10	38812356	38818842	407990	2915816	119495	120252	119532	4456	106220
chr10	38868934	38875896	464568	2972394	176073	176830	176110	61034	49166
chr10	39076614	39089072	672248	3180074	383753	384510	383790	28336	11228
chr10	39090556	39120752	686190	3194016	397695	398452	397732	0	0
chr10	39121043	39121904	716677	3224503	428182	428939	428219	3341	1167
chr10	39122209	39134733	717843	3225669	429348	430105	429385	4507	2333
chr10	39135296	39154938	730930	3238756	442435	443192	442472	17594	15420
chr10	42354993	42381093	706113	1177868	481704	666643	263403	0	0
chr10	42382438	42389952	697254	1169009	472845	657784	254544	0	0
chr10	42390307	42397219	689987	1161742	465578	650517	247277	0	2167
chr10	42398027	42399677	687529	1159284	463120	648059	244819	365	0
chr10	42399967	42401040	686166	1157921	461757	646696	243456	0	0
chr10	42527162	42528874	558332	1030087	333923	518862	115622	3009	14532
chr10	42529145	42530923	556283	1028038	331874	516813	113573	960	15293
chr10	42531868	42542092	545114	1016869	320705	505644	102404	0	4124
chr10	42542537	42545331	541875	1013630	317466	502405	99165	10360	885
chr10	42545726	42546502	540704	1012459	316295	501234	97994	13549	0
chr10	42596812	42600565	486641	958396	262232	447171	43931	64635	0
chr10	42644301	42648270	438936	910691	214527	399466	0	25580	0
chr10	42790573	42795519	291687	763442	67278	252217	52549	10590	10305
chr10	42796182	42802581	284625	756380	60216	245155	58158	3528	3243
chr10	42803608	42810769	276437	748192	52028	236967	52107	0	0
chr10	42811026	42812543	274663	746418	50254	235193	50333	4623	0
chr10	42812905	42815664	271542	743297	47133	232072	47212	2578	0
chr10	42815881	42818248	268958	740713	44549	229488	44628	0	0
chr10	42843306	42843910	243296	715051	18887	203826	18966	24770	26111
chr10	45524397	45525206	34365	230027	26664	27313	20093	1197	49865
chr10	48558149	48559355	884479	60072	202856	76585	26856	7265	273840
chr10	49882977	49885357	13262	80379	1701	1726	839	2870	0
chr10	53313335	53314269	143255	310138	143836	145167	130671	12075	6414
chr10	53617608	53618343	159585	451069	157514	97464	20753	1281	0
chr10	54593649	54595252	1135626	235887	524960	15625	15625	166	36348
chr10	56783609	56784194	1333584	1951671	1335327	1336922	24970	17550	9932
chr10	57302249	57303094	814684	2470311	816427	818022	57202	9773	44162
chr10	59229882	59232739	736137	958935	792192	704479	184257	11845	956
chr10	59452704	59453922	514954	737752	571009	483296	9281	642	79045
chr10	61985572	61986650	335513	6102	10310	10146	10146	392	0
chr10	62228597	62229717	322207	49201	231326	9542	9519	4277	13248
chr10	64129525	64131303	275469	3134	100435	12653	2773	0	4926
chr10	66312641	66313837	976347	687875	511227	511267	22575	624	1346
chr10	66846794	66848362	1510500	1222028	797647	1045420	32560	2211	2349
chr10	69485321	69488176	158796	1517566	29392	35160	27598	27661	11060
chr10	69941938	69942228	156202	1063514	48398	9414	9454	7612	6102
chr10	78376126	78378183	1164436	312961	1017858	6193	6213	11448	2940
chr10	83130089	83131271	849694	632828	327223	131321	60884	0	31408
chr10	83453326	83454367	1172931	956065	650460	138234	89558	1727	0
chr10	86553507	86554301	280059	184787	252764	252982	23495	10198	0
chr10	90454665	90455467	212556	511381	111009	24219	24181	1099	19405
chr10	91547945	91548653	6871	269393	48420	4883	4863	2019	3124
chr10	91756159	91758338	215085	477607	53717	3455	3555	3202	19653
chr10	93374587	93375274	199668	159214	180847	143182	17562	2737	35645
chr10	93652135	93652694	38637	4966	4387	15942	4811	226	387
chr10	98575075	98576724	72474	218515	14285	13652	13652	4810	0
chr10	103507345	103507889	37877	27259	28311	31841	22081	3485	15092
chr10	104396871	104398009	9679	225946	3480	3947	3967	4010	0
chr10	105010633	105011151	54222	25371	25269	26185	5929	70	14342
chr10	106455463	106456664	369241	52823	341494	52699	7379	2981	0
chr10	106616005	106616687	529783	213365	502036	46741	31561	6486	8412
chr10	107001732	107002980	915510	599092	887763	318928	48555	552	10965
chr10	107615825	107616512	1529603	925136	1501856	768213	17761	5063	21593
chr10	109846667	109847872	1777369	1304879	101465	71969	9009	2704	0
chr10	111551082	111552006	73235	360980	129861	131170	60290	6245	6856
chr10	113001402	113002833	218374	19519	164654	95863	33782	2534	11257
chr10	116757752	116758664	22715	335016	2548	44668	2632	3318	0
chr10	117029500	117030085	294463	606764	175560	84803	51003	20266	45584
chr10	118392953	118393776	650148	24553	23416	23614	23609	9453	5400
chr10	119956754	119958180	106470	45069	142172	143616	7596	15701	16934
chr10	120184090	120184730	88378	154776	81809	506	486	432	83194
chr10	122937022	122937996	267523	150	228048	108158	22397	8386	0
chr10	125013944	125015340	63312	322721	95739	12779	12770	8732	15063
chr10	127809158	127810271	261228	425039	223520	78494	7026	0	19854
chr10	130958326	130958989	987038	1119771	305851	306407	101902	8424	0
chr10	132778429	132780914	792268	1339367	789456	60770	60722	6437	0
chr10	132840253	132841371	854092	1278910	851280	313	265	20534	0
chr10	135477674	135496469	243203	335161	143300	143770	3368	327	154579
chr11	14181815	14182989	113775	96511	158199	15073	40195	11270	0
chr11	22658205	22659504	187282	1872611	10080	10681	9941	0	29000
chr11	24623099	24624250	1776023	2070016	1651063	1117876	71176	5158	0
chr11	24795706	24796480	1948630	1897786	1509864	1268819	52256	1812	15104
chr11	24807919	24808359	1960843	1885907	1497985	1256940	64469	9333	3225
chr11	24940225	24941385	2093149	1752881	1364959	1123914	22001	16991	5033
chr11	24947520	24948295	2100444	1745971	1358049	1117004	29296	10081	0
chr11	25624733	25625817	1895852	1068449	680527	439482	49879	6389	2261
chr11	26078326	26079424	1442245	614842	226920	12879	12822	2537	0
chr11	27589120	27589886	67276	131393	59715	60716	31234	15330	48375
chr11	34047616	34048776	27910	223031	23597	24300	24320	7974	380
chr11	36528436	36529426	6497	35407	396	2350	2330	1924	37260
chr11	37369180	37370704	847241	595956	752601	101699	43176	4206	14922
chr11	37512286	37512722	990347	739062	895707	11107	11106	7324	1418
chr11	37764343	37766958	1242404	991119	1147764	237965	60251	8629	0
chr11	41698984	41699935	1640990	1879328	1467587	262218	16558	9114	0
