Chr	Start	End	DSBType	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr4	60299188	60299531	1	656	174.801	0.266464	350.111	0.533706	0	0	174.801	350.111	14.4746	0.0220649	0	0	2399659	2243487	2268838	182427	21501	8842	15400
chr4	60302978	60303556	1	1084	203.78	0.187989	247.838	0.228633	196.801	0.181551	203.78	247.838	12.8841	0.0118857	34.5399	0.0318633	2403449	2247277	2272628	186217	17476	4817	11375
chr4	60394642	60399140	0	1148	647.988	0.564449	919.179	0.800679	98.1886	0.0855301	647.988	919.179	62.8011	0.0547048	43.9424	0.0382773	2495113	2338941	2364292	277881	10178	1745	0
chr4	60649405	60650024	0	715	129.688	0.181382	446.943	0.625095	0	0	129.688	446.943	8.02523	0.0112241	6.52419	0.00912474	2749876	2593704	2619055	416891	33866	4623	1921
chr4	60765050	60765723	1	551	77.9424	0.141456	503.435	0.913674	0	0	77.9424	503.435	1.16731	0.00211852	14.3916	0.0261191	2865521	2709349	2734700	301192	35393	5321	1217
chr4	60987258	60989181	1	799	291.35	0.364643	0	0	67.3127	0.0842462	291.35	0	19.5743	0.0244985	6.71608	0.00840561	3087729	2931557	2956908	77734	0	11040	0
chr4	61086515	61087019	1	641	0	0	237.796	0.370976	0	0	0	237.796	11.7168	0.018279	5.80461	0.00905556	3186986	3030814	3056165	19452	19451	1398	8352
chr4	61203550	61203816	0	551	111.989	0.203247	606.453	1.10064	0	0	111.989	606.453	13.227	0.0240055	14.1038	0.0255967	3304021	3147849	3173200	136487	6520	10129	622
chr4	61570499	61570877	1	1897	145.236	0.0765609	58.7185	0.0309533	37.8634	0.0199596	145.236	58.7185	12.8185	0.00675724	23.0266	0.0121384	3670970	3514798	3453515	503436	17548	7819	11098
chr4	61740402	61741262	1	1200	88.0084	0.0733403	181.441	0.151201	0	0	88.0084	181.441	12.2786	0.0102322	7.67552	0.00639627	3840873	3684701	3283130	673339	52037	4508	5988
chr4	61844935	61845513	1	988	83.6646	0.0846807	155.035	0.156918	0	0	83.6646	155.035	4.77866	0.0048367	11.4653	0.0116046	3945406	3789234	3178879	777872	27723	18881	19826
chr4	62274489	62275566	1	1206	90.3514	0.0749182	378.954	0.314224	0	0	90.3514	378.954	2.94015	0.00243794	21.9232	0.0181784	4374960	4218788	2748826	1207426	107410	0	214
chr4	62600814	62601263	0	1661	645.6	0.388681	418.922	0.252211	221.902	0.133596	645.6	418.922	18.458	0.0111126	31.1818	0.0187729	4701285	4545113	2423129	1533751	47551	6169	0
chr4	62614182	62614686	0	641	83.1139	0.129663	804.416	1.25494	78.4884	0.122447	83.1139	804.416	25.688	0.040075	23.3144	0.0363719	4714653	4558481	2409706	1547119	34128	6456	873
chr4	62713044	62713942	1	492	0	0	118.892	0.241651	58.7735	0.119458	0	118.892	4.07098	0.00827435	5.08504	0.0103354	4813515	4657343	2310450	1645981	0	1922	0
chr4	63027714	63028584	0	557	176.324	0.31656	256.661	0.460792	0	0	176.324	256.661	9.18524	0.0164906	18.9489	0.0340197	5128185	4972013	1995808	1960651	117102	6980	296
chr4	63147025	63148225	0	928	1623.14	1.74908	315.468	0.339944	340.703	0.367137	1623.14	315.468	15.9045	0.0171385	49.4112	0.0532448	5184014	5091324	1876167	2079962	1191	4609	14219
chr4	63477965	63479052	1	1382	174.416	0.126205	137.717	0.0996505	35.5571	0.0257287	174.416	137.717	10.0972	0.00730622	15.3511	0.0111079	4853187	5385439	1545340	1994184	203309	19162	0
chr4	63553470	63554945	1	1296	120.889	0.0932788	495.395	0.382249	103.299	0.0797062	120.889	495.395	17.1886	0.0132628	42.2154	0.0325736	4777294	5309546	1469447	1918291	127416	2325	0
chr4	63909413	63910056	0	1049	386.752	0.368687	1245.47	1.18729	92.3592	0.088045	386.752	1245.47	10.6809	0.0101819	26.0488	0.024832	4422183	4954435	1114336	1563180	226904	0	0
chr4	64042701	64044130	0	914	0	0	288.319	0.315447	0	0	0	288.319	2.1887	0.00239463	15.3511	0.0167955	4288109	4820361	980262	1429106	170586	15147	2490
chr4	64066667	64069789	1	515	67.1206	0.130331	27.7416	0.0538671	0	0	67.1206	27.7416	1.06517	0.00206829	7.67552	0.0149039	4262450	4794702	954603	1403447	144927	37544	0
chr4	64200957	64201767	0	952	320.877	0.337056	186.476	0.195878	196.382	0.206284	320.877	186.476	10.9435	0.0114953	13.768	0.0144621	4130472	4662724	822625	1271469	12949	16246	21508
chr4	64370375	64371480	0	852	659.626	0.774209	1867.31	2.19168	210.233	0.246752	659.626	1867.31	14.3725	0.0168691	14.3916	0.0168915	3960759	4493011	652912	1101756	23838	11320	8031
chr4	64611185	64612171	0	721	333.022	0.46189	107.939	0.149707	167.599	0.232453	333.022	107.939	8.19303	0.0113634	6.71608	0.00931495	3720068	4252320	412221	861065	175243	1804	0
chr4	64713622	64716063	1	783	369.282	0.471624	365.758	0.467124	414.137	0.528911	369.282	365.758	5.10696	0.0065223	6.71608	0.00857737	3616176	4148428	308329	757173	71351	7529	1244
chr4	64926880	64927288	0	977	177.181	0.181352	493.51	0.505128	142.075	0.145419	177.181	493.51	17.2761	0.0176828	6.71608	0.00687419	3404951	3937203	97104	545948	113052	2388	3064
chr4	65020767	65021401	1	912	529.476	0.580566	317.069	0.347664	94.1248	0.103207	529.476	317.069	13.9931	0.0153433	43.1748	0.0473408	3310838	3843090	2991	451835	18939	3164	1960
chr4	65133260	65134082	0	587	42.2249	0.0719334	213.281	0.363342	0	0	42.2249	213.281	15.4376	0.0262992	36.4587	0.0621103	3198157	3730409	108659	339154	4221	6600	0
chr4	65247676	65248358	1	846	0	0	118.892	0.140535	0	0	0	118.892	1.50291	0.00177649	0	0	3083881	3616133	223075	224878	20634	2602	13973
chr4	65472196	65476291	1	1068	0	0	62.4185	0.0584443	0	0	0	62.4185	9.04662	0.00847062	41.2559	0.0386291	2855948	3388200	447595	0	0	0	0
chr4	65699812	65700917	1	852	0	0	115.061	0.135048	75.2752	0.0883512	0	115.061	9.49896	0.011149	8.15524	0.00957188	2631322	3163574	675211	226428	223746	22247	0
chr4	65733541	65734881	1	656	222.509	0.339191	127.809	0.194831	339.719	0.517864	222.509	127.809	12.0524	0.0183726	71.7182	0.109326	2597358	3129610	708940	260157	200168	908	29566
chr4	65804736	65805105	1	420	0.44008	0.00104781	167.421	0.398621	0	0	0.44008	167.421	4.66922	0.0111172	0	0	2527134	3059386	780135	331352	129944	4094	1584
chr4	65959340	65960173	0	933	129.143	0.138417	424.233	0.454697	47.7949	0.0512271	129.143	424.233	6.46396	0.00692814	6.71608	0.00719837	2372066	2904318	934739	485956	24143	3024	3033
chr4	66049592	66050052	1	1706	272.912	0.159972	118.892	0.0696907	0	0	272.912	118.892	6.15023	0.00360506	13.4322	0.00787349	2282187	2814439	1024991	576208	57003	5666	5267
chr4	67145448	67146001	1	1098	142.405	0.129695	200.691	0.182778	254.76	0.232021	142.405	200.691	16.6268	0.0151428	41.0161	0.0373553	1186238	1718490	1263459	1113515	92304	4462	20328
chr4	67359316	67360177	1	592	103.82	0.175372	26.7213	0.0451374	0	0	103.82	26.7213	1.02139	0.00172533	0	0	972062	1504314	1049283	899339	53379	3331	13181
chr4	67537147	67537877	0	793	79.1713	0.0998377	196.84	0.248222	0	0	79.1713	196.84	11.0894	0.0139841	7.67552	0.00967909	794362	1326614	871583	721639	60491	12770	0
chr4	67858611	67859139	1	426	62.9199	0.147699	10.2258	0.0240043	0	0	62.9199	10.2258	8.79857	0.0206539	7.00392	0.0164411	473100	1005352	550321	400377	56333	11120	64610
chr4	68264285	68266751	1	1025	105.738	0.103159	1450.42	1.41504	45.0003	0.0439027	105.738	1450.42	33.2464	0.0324355	196.109	0.191326	65488	597740	142709	4621	4621	0	1895
chr4	68529269	68529646	0	2901	708.863	0.244351	1297.09	0.447119	474.669	0.163622	708.863	1297.09	34.4428	0.0118727	40.2965	0.0138906	2070	334845	35816	37290	2656	9115	0
chr4	68745444	68746305	0	592	0	0	0	0	0	0	0	0	0	0	0	0	158304	118186	177204	7560	17880	7530	9692
chr4	69431538	69431927	1	1438	105.738	0.0735312	118.892	0.082679	0	0	105.738	118.892	9.94399	0.00691515	28.4474	0.0197826	228334	76198	3570	10249	3189	11439	280324
chr4	69505276	69506623	0	892	791.055	0.886833	1411.9	1.58285	100.846	0.113056	791.055	1411.9	14.1244	0.0158345	27.8238	0.0311926	302072	149936	63124	62952	16273	16349	205628
chr4	69930584	69931164	0	711	0	0	118.892	0.167219	0	0	0	118.892	0.364783	0.000513057	0	0	727380	180673	488432	488260	7558	203	3738
chr4	70524589	70525542	0	796	454.867	0.571441	539.612	0.677904	92.1968	0.115825	454.867	539.612	17.0427	0.0214104	22.0671	0.0277225	993937	692240	171791	29874	525	4781	89
chr4	70748929	70749482	0	1098	749.756	0.682838	2838.16	2.58485	290.668	0.264725	749.756	2838.16	13.4605	0.0122591	35.4993	0.0323309	769997	468300	51283	2097	1820	1790	14334
chr4	71194979	71199837	1	869	36.49	0.0419908	139.063	0.160026	48.9715	0.0563539	36.49	139.063	3.25387	0.00374438	7.14783	0.00822535	319642	17945	279572	145306	13090	2147	107366
chr4	71225766	71226091	0	606	291.856	0.481611	277.643	0.458157	0	0	291.856	277.643	3.5238	0.00581486	7.67552	0.0126659	293388	7820	253318	144825	551	5354	138153
chr4	71454266	71454945	1	745	105.738	0.14193	299.117	0.4015	94.2305	0.126484	105.738	299.117	6.97466	0.00936195	6.81202	0.00914366	64534	236320	24464	12371	631	7168	8888
chr4	71485545	71489107	1	916	0	0	0	0	0	0	0	0	3.1955	0.00348854	7.67552	0.00837939	30372	267599	5622	18081	18101	3818	26983
chr4	71748959	71749986	0	1245	1164.05	0.934976	2918.92	2.34452	561.762	0.451215	1164.05	2918.92	307.075	0.246646	264.038	0.212079	22352	304073	8331	17950	8155	10983	0
chr4	71799487	71800822	0	775	376.447	0.485738	273.928	0.353455	92.6496	0.119548	376.447	273.928	8.17114	0.0105434	13.4322	0.0173318	26573	253237	5686	6071	6003	4972	34701
chr4	71898846	71899331	0	391	0	0	255.642	0.653817	0	0	0	255.642	3.60406	0.00921753	14.7754	0.0377887	125932	154728	36729	26749	11658	6520	6403
chr4	72277748	72279539	0	1021	245.861	0.240804	77.3231	0.0757327	84.4987	0.0827608	245.861	77.3231	8.25139	0.00808168	0	0	504834	223417	224268	72964	63624	1477	61056
chr4	72550334	72551253	1	486	0	0	21.7969	0.0448497	0	0	0	21.7969	3.42166	0.00704046	0	0	777420	496003	496854	28046	27711	19600	7069
chr4	72681727	72682245	1	1084	96.5436	0.0890624	311.073	0.286967	103.299	0.0952946	96.5436	311.073	3.48003	0.00321036	9.16265	0.00845263	908813	627396	628247	102280	2104	4536	2615
chr4	73101598	73102598	0	831	64.3394	0.0774241	7.42245	0.00893195	0	0	64.3394	7.42245	1.83851	0.00221241	0	0	821223	1047267	331194	66549	18834	4416	4534
chr4	73266045	73266634	1	635	105.738	0.166516	64.6255	0.101772	120.642	0.189987	105.738	64.6255	6.49314	0.0102254	20.628	0.032485	657187	1211714	167158	96750	34171	414	3819
chr4	73321378	73322318	1	829	0	0	118.892	0.143417	0	0	0	118.892	1.02139	0.00123208	0	0	601503	1267047	111474	111392	48798	4508	8018
chr4	73323106	73324619	0	1223	1402.84	1.14705	1067.35	0.872729	402.656	0.329236	1402.84	1067.35	44.9486	0.0367527	35.4993	0.0290264	599202	1268775	109173	109091	46497	2207	9746
chr4	73395087	73396907	1	1001	0	0	0	0	0	0	0	0	2.1887	0.00218651	7.67552	0.00766785	526914	1340756	36885	36803	23823	1721	5861
chr4	73515103	73516022	0	486	159.067	0.327297	74.3077	0.152897	139.261	0.286545	159.067	74.3077	3.96884	0.00816634	3.54993	0.00730438	407799	1460772	51773	81245	77465	24477	3091
chr4	73625029	73625921	0	562	250.81	0.44628	460.005	0.818514	0	0	250.81	460.005	3.356	0.00597153	0	0	297900	1570698	56977	191171	5715	923	0
chr4	73737743	73738317	0	759	1845.87	2.43198	193.114	0.254432	0	0	1845.87	193.114	5.85842	0.0077186	2.25468	0.0029706	185504	1683412	169691	197079	25279	14122	23115
chr4	74408559	74409589	1	610	0	0	0	0	0	0	0	0	1.02139	0.00167442	22.0671	0.0361756	292362	1190751	46535	6615	4375	2507	1358
chr4	74998039	74998713	0	578	199.492	0.345142	212.244	0.367205	0	0	199.492	212.244	3.21009	0.00555379	0	0	33698	601627	24412	25023	25023	1373	16670
chr4	75166444	75166961	0	435	148.231	0.340762	281.299	0.646665	270.953	0.622879	148.231	281.299	4.3774	0.010063	6.71608	0.0154393	133846	433379	63641	10615	10569	3098	13214
chr4	75259350	75260136	0	1594	185.111	0.11613	63.8431	0.0400521	0	0	185.111	63.8431	3.21009	0.00201386	0	0	226752	340204	3547	81626	3752	14599	2371
chr4	75425861	75427444	1	733	0	0	0	0	0	0	0	0	0	0	6.71608	0.00916246	393263	172896	161469	16497	16517	3986	21531
chr4	76412389	76413335	1	871	0	0	135.214	0.15524	0	0	0	135.214	4.27526	0.00490845	7.67552	0.00881231	944	109507	23755	26281	24431	2099	86835
chr4	76673301	76674703	0	920	105.738	0.114932	348.756	0.379083	110.951	0.120599	105.738	348.756	9.48437	0.0103091	13.4322	0.0146002	0	370419	20543	22837	8557	21385	11279
chr4	76807186	76807727	1	1487	100.221	0.0673982	118.892	0.0799545	0	0	100.221	118.892	6.44936	0.00433717	24.1299	0.0162272	33316	404540	52683	37522	4300	1837	5297
chr4	77452803	77453479	0	620	918.482	1.48142	773.814	1.24809	0	0	918.482	773.814	6.06999	0.0097903	20.532	0.0331162	322956	15942	53484	15419	13361	1731	1263
chr4	77778570	77779317	0	1657	528.692	0.319065	78.7213	0.0475083	296.75	0.179089	528.692	78.7213	12.9863	0.00783722	32.8129	0.0198026	116458	103979	38648	90719	36439	82	10826
chr4	77821499	77822371	0	630	435.02	0.690507	23.9383	0.0379973	81.0173	0.128599	435.02	23.9383	11.0165	0.0174864	15.9267	0.0252805	73404	146908	1692	47665	2035	3494	1718
chr4	77832525	77833165	1	644	180.215	0.279836	101.059	0.156923	0	0	180.215	101.059	3.85211	0.00598154	4.07762	0.00633171	62610	157934	12718	36871	13061	347	1123
chr4	79667789	79668559	0	808	130.349	0.161323	1392.48	1.72336	0	0	130.349	1392.48	7.73341	0.00957105	10.6498	0.0131804	38771	185094	3142	1970	1977	1209	4896
chr4	79762725	79763581	0	2029	309.943	0.152756	2971.63	1.46458	405.859	0.200029	309.943	2971.63	23.7547	0.0117076	31.7575	0.0156518	3255	131288	20975	31956	3155	341	0
chr4	79807826	79808756	0	1967	834.149	0.424072	1257.39	0.63924	200.665	0.102016	834.149	1257.39	13.5262	0.00687654	21.1077	0.0107309	12973	86113	23083	51800	22022	6490	0
chr4	80273624	80274779	1	708	0	0	356.703	0.503817	45.9108	0.0648458	0	356.703	6.9163	0.00976878	43.5586	0.0615234	478771	378637	412410	14020	14020	9632	26330
chr4	80810606	80811295	0	787	139.758	0.177583	130.782	0.166177	0	0	139.758	130.782	2.65562	0.00337436	0	0	1015753	296181	168103	117821	27121	1675	8644
chr4	81168610	81169408	0	1277	453.922	0.35546	1580.49	1.23766	245.872	0.192539	453.922	1580.49	15.2771	0.0119633	21.1077	0.0165291	1373757	17966	17841	17566	17626	12092	9686
chr4	81311317	81312436	1	478	99.3017	0.207744	98.0629	0.205153	0	0	99.3017	98.0629	5.39879	0.0112945	22.0671	0.0461656	1516464	53957	53923	27273	27314	18456	3792
chr4	81425782	81426409	1	1212	105.738	0.0872425	123.846	0.102183	92.4443	0.0762742	105.738	123.846	15.2042	0.0125447	12.8565	0.0106077	1630929	168422	168388	35587	2427	1559	13703
chr4	81683060	81684342	0	601	105.738	0.175937	118.892	0.197824	0	0	105.738	118.892	2.1887	0.00364176	6.71608	0.0111748	1591662	268247	267176	112594	76436	6133	5593
chr4	81703516	81704096	1	711	246.907	0.347267	493.328	0.69385	81.3391	0.114401	246.907	493.328	17.1594	0.0241342	14.3916	0.0202414	1571908	248493	247422	92840	59000	9156	4845
chr4	81720031	81722047	1	498	0	0	157.207	0.315678	178.296	0.358023	0	157.207	10.5349	0.0211545	28.5913	0.0574123	1553957	230542	229471	74889	41049	6281	21360
chr4	81785403	81785994	1	611	105.738	0.173057	11.8759	0.0194369	162.983	0.266749	105.738	11.8759	9.79807	0.0160361	44.9978	0.0736461	1490010	166595	165524	10942	10409	956	23708
chr4	82558226	82559508	1	601	190.279	0.316603	311.876	0.518929	0	0	190.279	311.876	9.82726	0.0163515	24.7056	0.0411075	716496	36675	164342	74682	1122	692	37392
chr4	82709018	82709788	1	808	261.467	0.323597	157.971	0.195508	110.951	0.137316	261.467	157.971	48.1952	0.0596475	8.3951	0.01039	566216	112717	315134	39188	24991	5910	4116
chr4	82890358	82891341	1	1894	105.738	0.0558278	356.703	0.188333	110.951	0.0585803	105.738	356.703	21.6317	0.0114211	78.3863	0.0413866	384663	74597	314770	124274	47615	9568	20756
chr4	83143655	83144451	1	446	0	0	277.426	0.622031	0	0	0	277.426	3.8667	0.00866973	13.4322	0.030117	131553	177583	61660	61625	61645	3805	18428
chr4	83946757	83974596	0	2085	553.792	0.265608	918.634	0.440592	65.9663	0.0316385	553.792	918.634	36.2814	0.0174011	30.3663	0.0145642	0	462963	0	0	0	0	0
chr4	84415826	84416434	1	525	105.738	0.201406	152.592	0.290652	29.842	0.0568419	105.738	152.592	9.51355	0.018121	28.9751	0.0551906	29720	145301	9073	9402	9422	2306	0
chr4	84453686	84454416	1	793	249.12	0.314149	308.509	0.389041	0	0	249.12	308.509	14.7154	0.0185566	21.1077	0.0266175	67580	107319	2109	15280	2880	2102	19565
chr4	84569981	84571328	1	892	0	0	288.311	0.323219	0	0	0	288.311	4.74947	0.00532452	14.3916	0.0161341	183875	8037	111944	8637	3909	3914	4297
chr4	84613748	84615177	1	914	93.809	0.102636	118.892	0.130079	5.07936	0.00555729	93.809	118.892	22.3685	0.0244732	41.3519	0.0452428	227642	51804	155711	52404	47676	506	223
chr4	85204252	85204733	0	870	797.541	0.916714	1084.6	1.24666	287.128	0.330032	797.541	1084.6	34.1729	0.0392792	37.4662	0.0430646	818146	213607	298940	47348	19358	2532	17848
chr4	85283595	85283977	0	965	541.734	0.561383	1236.37	1.28121	42.8949	0.0444507	541.734	1236.37	21.7703	0.0225599	13.672	0.0141679	897489	134363	219696	126691	78752	2763	0
chr4	85393109	85393848	1	1542	139.727	0.0906141	12.6999	0.00823601	126.505	0.0820394	139.727	12.6999	22.7771	0.0147711	35.4993	0.0230216	1007003	24492	109825	109992	30232	1403	22674
chr4	86408065	86409231	1	812	116.771	0.143807	214.997	0.264775	0	0	116.771	214.997	10.9435	0.0134772	6.71608	0.00827103	1462597	902935	8604	11551	3691	1869	2762
chr4	86724766	86725641	0	910	424.832	0.466848	781.323	0.858597	281.51	0.309351	424.832	781.323	11.6001	0.0127474	22.0671	0.0242496	1146187	676676	24619	24962	6602	4988	2981
chr4	86795682	86797068	1	753	105.738	0.140422	0	0	110.951	0.147345	105.738	0	11.9503	0.0158703	11.3694	0.0150988	1074760	605249	95535	95878	46674	14804	33522
chr4	87191067	87193313	0	972	209.848	0.215893	1327.85	1.3661	207.402	0.213377	209.848	1327.85	19.8296	0.0204008	15.351	0.0157933	678515	209004	321641	25856	25870	5744	186
chr4	87566502	87567065	0	716	750.498	1.04818	26.5064	0.0370202	0	0	750.498	26.5064	21.8067	0.0304563	32.1413	0.04489	304763	164005	50027	3478	3418	4666	51361
chr4	87804254	87805202	0	1804	684.555	0.379465	3201.91	1.77489	488.146	0.270591	684.555	3201.91	44.737	0.0247988	22.1631	0.0122855	66626	34063	7768	7874	7994	4179	31574
chr4	88112631	88114303	0	1055	311.462	0.295225	368.233	0.349036	0	0	311.462	368.233	14.4089	0.0136578	14.3916	0.0136413	21649	342440	25924	16573	16573	6028	1057
chr4	88300369	88301200	1	751	58.7606	0.0782432	0	0	237.266	0.315933	58.7606	0	5.10696	0.00680021	16.0706	0.021399	6167	517283	8306	11176	11176	1012	31904
chr4	88340086	88340924	0	1059	203.172	0.191853	190.101	0.17951	200.159	0.189008	203.172	190.101	21.3617	0.0201716	29.2629	0.0276326	38096	477559	1950	2932	2832	2660	17078
chr4	88429939	88430462	1	617	0	0	47.5072	0.0769971	0	0	0	47.5072	6.83604	0.0110795	7.67552	0.0124401	50804	388021	9018	8775	8775	607	12963
chr4	88497726	88498452	0	639	687.477	1.07586	427.509	0.669028	237.762	0.372084	687.477	427.509	38.7692	0.0606716	59.7731	0.0935417	118591	320031	76805	16822	16842	12405	28333
chr4	88521630	88522499	0	3143	5413.1	1.72227	1003.19	0.319183	1693.78	0.538906	5413.1	1003.19	274.2	0.0872416	411.072	0.13079	142495	295984	100709	23429	23326	8409	4286
chr4	88590832	88591765	0	582	920.714	1.58198	240.848	0.413828	67.7729	0.116448	920.714	240.848	15.5981	0.0268009	11.0815	0.0190404	211697	226718	169911	44756	7211	3435	775
chr4	89010431	89011065	1	809	283.882	0.350904	328.4	0.405933	12.3099	0.0152162	283.882	328.4	14.2484	0.0176124	7.67552	0.00948766	11103	191830	68407	55683	55707	12791	2895
chr4	89073338	89075086	0	570	148.087	0.259802	178.07	0.312403	104.064	0.182569	148.087	178.07	7.51454	0.0131834	13.2403	0.0232286	74010	254737	4386	58157	4970	1209	22011
chr4	89235112	89236230	0	924	322.032	0.348519	66.9668	0.0724749	1806.73	1.95534	322.032	66.9668	343.422	0.371669	381.473	0.41285	39453	416511	5510	5266	456	5527	4317
chr4	89300635	89301901	1	576	0	0	102.526	0.177997	0	0	0	102.526	3.00581	0.00521843	1.48713	0.00258183	35403	366524	0	0	11	0	18514
chr4	89372420	89377278	0	869	346.364	0.398578	61.8466	0.0711699	3244.6	3.73372	346.364	61.8466	659.631	0.759069	896.021	1.03109	9738	291147	0	878	0	573	4898
chr4	89882130	89882699	1	803	21.1476	0.0263357	352.734	0.43927	0	0	21.1476	352.734	4.42117	0.00550582	15.2551	0.0189976	353655	174978	136949	101946	2957	6314	0
chr4	90013398	90014187	0	335	399.155	1.19151	810.023	2.41798	0	0	399.155	810.023	5.90949	0.0176403	0	0	484923	175400	8073	8689	8069	520	1486
chr4	90017715	90018752	1	672	105.738	0.157348	43.5939	0.0648718	0	0	105.738	43.5939	2.21788	0.00330042	0	0	489240	170835	3508	4124	3504	4837	5803
chr4	90078124	90078801	1	655	223.429	0.341113	851.142	1.29945	42.8501	0.06542	223.429	851.142	3.50192	0.00534644	10.7457	0.0164057	549649	110786	44668	13740	1363	1384	66212
chr4	90139949	90142357	0	837	452.914	0.541115	10.8863	0.0130063	176.01	0.210287	452.914	10.8863	9.65217	0.0115319	17.8456	0.0213209	611474	47230	106493	1127	1099	5002	34383
chr4	90560661	90561548	1	783	0	0	133.634	0.170669	91.0011	0.116221	0	133.634	4.3774	0.00559055	13.4322	0.0171547	1032186	197605	254235	17688	959	737	30484
chr4	90568700	90570614	0	835	403.899	0.483711	31.6274	0.0378772	7729.88	9.25734	403.899	31.6274	110.383	0.132196	117.771	0.141043	1040225	188539	245169	8622	6045	2344	21418
chr4	90695861	90697911	0	1259	530.348	0.421245	487.423	0.387151	318.97	0.253352	530.348	487.423	16.8676	0.0133976	13.0484	0.0103641	1167386	61242	117872	42697	42697	5416	1561
chr4	91238397	91239031	0	809	299.765	0.370538	885.627	1.09472	72.9462	0.0901684	299.765	885.627	7.2227	0.00892794	8.15524	0.0100806	1709922	479080	187559	1957	1953	1891	8828
chr4	91797301	91797829	0	426	143.914	0.337827	437.065	1.02597	27.205	0.0638615	143.914	437.065	37.1933	0.0873083	36.7466	0.0862595	2268826	1037984	746463	200399	34858	753	3089
chr4	91878394	91879020	1	628	204.539	0.3257	125.772	0.200274	72.7899	0.115907	204.539	125.772	15.6273	0.0248843	28.8791	0.0459859	2349919	1119077	827556	281492	10883	4177	13558
chr4	92146112	92146738	1	1189	0	0	718.267	0.604093	0	0	0	718.267	21.8067	0.0183404	26.4326	0.0222309	2617637	1386795	1095274	549210	76775	3990	13647
chr4	92235887	92236654	0	606	0	0	857.741	1.41541	70.2943	0.115997	0	857.741	8.99555	0.0148441	0	0	2707412	1476570	1185049	638985	12226	5710	18613
chr4	92271186	92271865	0	745	1719.32	2.30782	214.745	0.288248	301.386	0.404544	1719.32	214.745	13.227	0.0177544	31.1338	0.0417904	2742711	1511869	1220348	674284	8051	11626	8859
chr4	92376934	92377687	0	1622	539.995	0.332919	366.606	0.226021	210.07	0.129513	539.995	366.606	18.6623	0.0115057	55.4557	0.0341897	2759544	1617617	1326096	780032	47500	3719	7535
chr4	92417387	92418258	1	1605	365.417	0.227674	260.547	0.162335	0	0	365.417	260.547	19.0417	0.011864	50.7544	0.0316227	2718973	1658070	1366549	820485	87953	1912	1481
chr4	92659924	92660732	0	1206	1010.96	0.838275	1999.82	1.65822	1618.2	1.34179	1010.96	1999.82	145.592	0.120723	276.894	0.229597	2476499	1900607	1609086	962344	139033	1077	0
chr4	92815929	92816672	1	3160	834.143	0.263969	3080.59	0.974869	357.913	0.113264	834.143	3080.59	127.784	0.0404378	549.472	0.173883	2320559	1933914	1765091	806404	29404	14713	14825
chr4	92838442	92840883	0	783	268.381	0.34276	361.248	0.461365	108.731	0.138864	268.381	361.248	23.5066	0.0300213	7.67552	0.00980271	2296348	1909703	1787604	782193	5193	3525	2278
chr4	92920084	92920953	1	3143	729.478	0.232096	1417.09	0.450871	377.555	0.120126	729.478	1417.09	138.836	0.0441732	662.973	0.210936	2216278	1829633	1749661	702123	73860	8023	2936
chr4	93476735	93477037	0	546	88.0084	0.161187	247.97	0.454158	178.344	0.326637	88.0084	247.97	9.80537	0.0179586	22.4989	0.0412067	1660194	1273549	1193577	146039	104442	6707	6034
chr4	93942354	93943289	1	877	116.066	0.132344	328.3	0.374344	174.231	0.198667	116.066	328.3	12.3516	0.0140839	16.2146	0.0184887	1193942	807297	727325	319130	29100	13031	25162
chr4	94504288	94504906	0	587	0	0	495.414	0.843975	56.6233	0.0964622	0	495.414	9.38222	0.0159833	42.2154	0.0719171	632325	245680	165708	74010	21555	1376	8887
chr4	94833560	94834838	1	540	0	0	25.7351	0.0476576	0	0	0	25.7351	5.69062	0.0105382	14.8713	0.0275395	302393	82841	162750	14616	69538	8880	25264
chr4	95022354	95036303	0	474	66.2011	0.139665	334.902	0.706545	97.943	0.206631	66.2011	334.902	3.50192	0.00738801	0	0	100928	262206	91954	92373	12273	0	68826
chr4	95053414	95053883	0	543	40.4562	0.074505	228.868	0.421488	173.038	0.31867	40.4562	228.868	3.1955	0.0058849	7.67552	0.0141354	83348	244626	74374	74793	4690	4186	67137
chr4	95647295	95647697	0	375	111.807	0.298152	1085.26	2.89404	752.997	2.00799	111.807	1085.26	55.0823	0.146886	13.1923	0.0351795	439678	31943	272236	104425	4076	1791	53798
chr4	95908035	95908624	1	1800	96.4639	0.0535911	136.28	0.0757111	285.712	0.158729	96.4639	136.28	8.37543	0.00465302	8.0593	0.00447739	700418	228155	439097	85609	8612	13058	5982
chr4	96017729	96018424	1	490	43.2147	0.0881932	142.674	0.291171	292.945	0.597847	43.2147	142.674	10.3671	0.0211574	2.54252	0.00518881	810112	337849	329297	68772	835	866	38474
